row_id,id,subject,cached_question_tag_list
35550,1152235,processing taking too long,electronic filing
35551,1218283,can you please help i just called the 1866 number and the recording said i did not neet agi number but my taxes were rejected,electronic filing
35553,1351915,i got the 5 digit pin from the irs and it still wont let me fix the issue?,electronic filing
35555,1156587,Why does it keep telling me that my spouses name should not be directly entered on the Mississippi Information Worksheet for electronic filing I delete it but then it tells me I need to enter my Spouses name?,electronic filing
35556,1353707,Do you have to deduct new purchases,investments
35557,1419499,How can I remove an empty untitled K1 entry from my MASS state return,investments
35558,1157611,Turbotax is requiring me to click pay now even though I'm only free filing,electronic filing
35559,1354731,"If I filed today 1/20/2012 when wand get accepted on 1/22/2012, when will I get my return?",electronic filing
35560,1879019,I receive a distribution from an inherited annuity.  It is not a retirement account; thus no RMD is required.  How do I get past the questions about RMD?,retirement
35563,1421291,"""Do you have records to support your use of this vehicle for business"" keeps reverting to no when I put yes. Help",self-employment (schedule c)
35565,1161451,I USED THE FREE EDITION OF TURBO TAX AND CANNOT RETRIEVE A COPY,print
35566,1292779,ISO exercise and hold: reported as income?,investments
35568,1228523,I NEED TO DOWNGRADE,electronic filing
35569,1360107,my son is 19 full time college student and his income all comes from dividend and capital gain distrubution I would like to file his own tax and still be my dependent. Will his tax depend on my tax rate?,dependents
35570,1492715,My daughter was in jail january til now... but I gave her money on a regular basis. Am I allowed to deduct anything?,dependents
35571,1494763,can i claim a boyfriend who lived with me who is receiving disability benefits and has not worked in 2012,dependents
35572,1233899,efile reject because of dependant SSN in use,dependents
35577,1498091,My daughter and grandaughter has lived with her boyfriend all year.  She doesnt work and her boyfriend supports both her and my grandaughter 100%.  Can he claim them on his income tax as dependents,dependents
35578,1302763,Cannot acquire new e-Filing PIN.,electronic filing
35579,1827051,Are windows placed in the category of nonresidential realstate?,business
35580,1173227,"I have two foster children that came to my house in Oct 2010, what are their status to me for tax purposes?",dependents
35582,1698283,if you refinanced your home in 2012  can you claim any settlement or closing costs?,credits
35585,1371883,How best to file if wife(alzeimers) has a durable POA who contributes nothing from wifes income and assets except medical care and will not share info with me.  Feel as though I should be able to claim some deduction for household exp.  Suggestions?,dependents
35586,1699819,Why cannot I claim a dependent who I supported last year?,dependents
35587,1831147,Where to enter Business interest income. I have 1099 INT for Business,business
35592,1441003,How to complete Form 5405,credits
35600,1448940,"Can the $500,000 exclusion apply to more than one property?",investments
35603,1320428,"where do I add the amounts in boxes 3,4,5 for social security 1099?",retirement
35606,1191404,I am married but my spouse isnt a citizen can I file head of househols since he has no income,dependents
35608,1193708,Error 0239 - Form 2441,dependents
35610,1197292,"The irs won't give me a pin and doesn't agree with my agi, what can I do",electronic filing
35611,1459948,"Under actual vehicle expenses, do I enter annual values or business use values for gasoline, oil, tire, etc.?",self-employment (schedule c)
35612,1198060,Is the $500 I paid to the IRS with my extension for time considered income?,self-employment (schedule c)
35613,1198572,How are you able to double the refund,electronic filing
35614,1330412,can i print return without sending to irs,print
35616,1463276,whats the refund processsing fee????,electronic filing
35617,1203692,"sold home December 2010 and moved out of state, and not buying another house",dependents
35620,1340140,Do I need to purchase another state product in order for me to do a nonresident filling,investments
35621,1471468,dependant questions,dependents
35622,1407724,how do i use my tax return to pay prior tax bill,electronic filing
35625,1277932,Form 8615,investments
35627,1410540,"Rejected Return because of dates, Please Help",electronic filing
35628,1870060,is it important to itemize expenses for my home business?,business
35629,1411564,"Have a Lot of dead trees in my tree Nursery, where do I take the loss on turbo tax home and Business",self-employment (schedule c)
35630,1149932,why did i not get all of my refund?,electronic filing
35631,1216236,"how do i request an installment agreement if i owe more than 10,000.00",electronic filing
35633,1152236,"can my daughter & her husband claim me as dependent as they are paying my home and bills because I don't make enough to pay everything I am no longer employed but last year I rec'd a total of $20,100.00 part wages from employment and part from Social",dependents
35635,1350380,Alternative Motor Vehicle Credit.,credits
35639,1220076,I just filed my Fed and NY returns electronically and relaized I didn't include student loan interest. How can I correct the returns when they are still pending?,electronic filing
35641,1156844,"I have already filed my federal returns for 2011, and had the payment to Turbo Tax taken out of my return, now I am trying to file mi MI states returns and I can't find a way to have that payment to Turbo Tax taken out of the return, why?",electronic filing
35642,1222892,tax file,electronic filing
35645,1289964,energy credit can you use gargage door for this,credits
35646,1425132,home office claim,self-employment (schedule c)
35647,1883884,how do I know amended return got e-filed?,irs
35648,1229548,can I file for a friend through this web site?,dependents
35650,1492204,Filing a Tax Return for Capital Losses on Futures,investments
35651,1361388,Can I use my tuition as an educational expense in work expenses?,education expenses
35653,1427692,"I have a small personal business but am also employed full time by another company.  When I'm working for my personal business, mostly in the evening, I'm working in my home office.  Is the percentage of time conducted at the home office 100%?",self-employment (schedule c)
35655,1165804,if i delete schedule c for 2010 will i be able to use it in 2011,investments
35656,1168108,I have a second home that I rented out 9months in 2011. As per pub 936 I can claim home motrgage interest deduction. But in Turbotax there is a warning in Home Loan deduction not to enter rental property mortgage int. Waht do I do?,self-employment (schedule c)
35657,1233900,Turbo Tax is Qualifying me for the First Time Home Buyer Tax Credit,credits
35658,1430508,Dependant question - ITIN,dependents
35661,1367532,Will my federal payment come out of my state refund or from my checking account,electronic filing
35663,1302508,claim grandchild dependent year as a daughter,dependents
35664,1237228,"The IRS changed the refund amount because Turbo Tax miscalculated my self-employment tax. Will Turbo Tax redo my forms or do I need to override their entries. I have to supply copies to my daughters colleges, and the ones TT did are wrong.",electronic filing
35665,1237484,Did not actively participate in business but did not sell it either,self-employment (schedule c)
35666,1434348,I AM 20 YEARS I MADE 15000. CAN MY PARENTS CLAIM ME AND I AM NOT A STUDENT,dependents
35667,1434604,i put resident on my turbo tax i meant to put alien how do i change it?,dependents
35671,1437164,TurboTax says I am covered by a retirement plan at work and I am not,retirement
35672,1306604,everything correct but won't efile,electronic filing
35673,1372396,How do I make sure that my refund will be direct deposited?,electronic filing
35675,1241580,Are you ever going to fix this website?,electronic filing
35676,1766124,"My daughter is 17yrs old and made $1200.00 . Does she have to file? If she does not have to file, how does she get any money back that was witheld for state and fed?",business
35679,1177324,Do I need a EIN?,self-employment (schedule c)
35680,1177836,which efile pin do i use? 2009 or my knew one?,electronic filing
35681,1243372,Education Expenses,dependents
35683,1313005,"Help support my mother however she doesnt live with me, can I still claim her as a dependent? what proof do I need to show?I also recently bought my own house this year when in prior years when I claimed her I lived with her at her house, will this be an",dependents
35684,1313517,I reported my unemployment compensation in excess of $2400 for 2009 return on Turbotax. I noticed Turbotax again deduct $2400 and included the balance on my return. IRS notifying me that $0 was reported on my return.,dependents
35685,1183213,divorce mortgage... claim,dependents
35687,1249773,Admend tax return to add education and interest,education expenses
35689,1315821,my mother recieves ssi is there a maximum amount she can receive of just ssi that i cannot claim here as my dependant? no other income but ssi,electronic filing
35693,1253357,"I submitted most of my information for 2011, but now when I log in, it is all gone and wanting to starting over",dependents
35695,1319661,what happened to printing?,print
35699,1386477,"i usually get fairly large refund, tis year how ever, it looks a lot differant. how can i be such low income and only have a 1099 of 6000 and still not be getting a good refund? how do i know if i forgot something.",self-employment (schedule c)
35700,1386733,electronic withdrawal problem,electronic filing
35701,1256173,schedule c line 32,dependents
35703,1325293,Where did Turbo Tax lose/not store my files?,business
35706,1196525,"Would being a Radiological Control Technician be considered being a ""Public Safety Officer?""",retirement
35708,1200365,Why do I have to pay to e-file my state return if this is free edition?,electronic filing
35709,1398253,Whats my actual Deposit Date,electronic filing
35711,1466605,Lost my tax filing information online,dependents
35713,1206253,"""Did your pension administrator directly allocate any amount of your pension to pay for health insurance?"" How would I know if they did?",retirement
35714,1273069,"Using the Deluxe software, how do I get to Form 8949",investments
35715,1469677,Money taken from IRA some put in a different Roth IRA in 3 months how to be taxed only on the net money kept?,retirement
35716,1406189,I just transferd my files from one PC to other but the state return did not open what do I do,electronic filing
35717,1471725,when does the efile open so i can file mine,electronic filing
35718,1275885,How can I include 2 different depreciation schedules for same property? Owned 50% of rental from '01-'04 and 100% of same property since '04 (so i've been accumulating 2 separate amounts of depreciation). Not sure how I can account for this on TurboTax.,investments
35719,1213677,What happens with carryover losses when the rental property was not in service for a year.,investments
35720,1214701,direct deposit and wrong account number,electronic filing
35721,1215725,Search or Ask A Question,dependents
35722,1347053,can i file my return even if my employer didnt provide my w2s to irs? he gave us ours but not to irs??,dependents
35723,1285613,why can't I e-file in wisconsin with $499 tax due?,electronic filing
35727,1287917,if I assumed the loan after my dad passed do I qualify,dependents
35729,1223405,"My daughter earned 8724.00, does she need to file",electronic filing
35730,1224941,I purchased four farm impliments during 2011. I want to depreciate them in different ways. One using Section 179 and three using the extended method. Turbo Tax has indicated that I must treat them all the same way. What are my options?,business
35731,1683693,I am self-employed as a consultant in Florida.  Do I need to file a state return?,business
35732,1422317,"I am married, but we do not speak so I have no way of getting his social since he ignores me, what should I do?",dependents
35734,1296109,do i check the box for passive activity real estate losses? we own a house that we rent out. we are not real estate agents. i don't understand the language in any link regarding this item yet...,investments
35735,1165805,what is the interest on $1900 in taxes?,electronic filing
35738,1430509,Why don't I get reimbursed fully for short term stock losses?,investments
35740,1169389,Is there a limit that turbotax can import from your financial institution on total cost basis of stock trades? I am an active day trader?,investments
35743,1825261,i am using turbo tax home and business but i want to file my 2010 and 2011 taxes. it seems to be preparing a return for 2012,business
35744,1170157,If I claim my BF as a dependent do I file as head of household,dependents
35745,1892845,My full address not printing in Form 4852,print
35749,1699821,my return was accepted by the irs on feb 5th and it's getting direct deposited but i still havent received it when should it come???tomorrow makes 15 days!!!,irs
35750,1176813,"If served in Enduring Freedom 2010, but not in combat zone how should i file?",dependents
35754,1180398,Why isn't my refund being sent to the IRS?,electronic filing
35755,1181678,What is the deadline for taking an IRA distribution?,retirement
35757,1444334,first time homebuyer credit specifics,credits
35759,1446126,"I had $ 1900 of donations. I found some additional donations of $200. When I put them in , the tax figure goes up instead of down, Why?",self-employment (schedule c)
35760,1317102,Already paid for Federal filing and now am being charged $36.95 to file my state return?,electronic filing
35761,1252846,My farm is my primary residence. I paid 4700 in mortgage interest last year. Can I claim the mortgage interest for both business and personal?,self-employment (schedule c)
35762,1318382,I received confirmation of $19.95 MasterCard charge for CA state E-filing but program isn't allowing me to proceed. Database info is 3 years old. How do I proceed to file my 2011 CA state return?,electronic filing
35765,1193966,I'm a contract dentist for the VA but they report my income on a W-2. Can I still be considered a contractor?,self-employment (schedule c)
35768,1194990,"where do I claim the tax credit I claimed on my 2009 return for first time home owners,I only got half of the home buyers tax credit",credits
35769,1327086,I have custody of my cousins 2 children for 2 1/2 years can I claim them as foster children even if I don't have court papers?,dependents
35770,1458926,"Small business owners can deduct long-term health care insurance premiums each year. If you only worked for your business 1/2 of the year, do you take 1/2 of the payments as a deduction (up to the specified amount)?",self-employment (schedule c)
35771,1459438,someone claimed me as a dependent and I havent lived with family in over 5 years. what do i do?,electronic filing
35772,1787630,can I claim donations on household items purchased for a foster child,credits
35773,1264878,"do i have to file if i made under 5,000.00 dollars?",dependents
35774,1463790,can anyone check there refund status on irs yet if so when did you get accepted,electronic filing
35775,1267438,Calculating estimated tax owed on sell of exercised stock options,investments
35776,1335278,"If am filing my taxes late because I did not know they did not process. When I send them into the IRS, shoudl I include a cover letter or explanation explaining the situation?",dependents
35777,1401582,"I was unemployed but recieved no unemployment benefits in 2011. However, I had significant medical expenses. Do I get reimbursed for these?",electronic filing
35778,1860846,My wife and I physically separated in 2009 and have not lived together for nearly the past 3 years. Previously we filed married separately. Divorce finalized 1/3/2013. I have two dependents. I am not sure what status to file under.,dependents
35780,1206510,I was divorced on 5/16/11 and my lawyer told me I could file Married Jointly for 2011. My divorce decree also states this and that I would split 50/50 with my ex spouse. Turbo Tax is telling me I must file Single Head of Househould???,dependents
35781,1210606,Do I need to amend (IRS 1040X) each year's tax form when I submit IRS form 5329 for not taking a minimum distribution for five years on an inherited IRA?,retirement
35784,1148142,"If my dad passed away in October 2011, & the question is was he still married on December 2011, do I answer no?",dependents
35785,1213678,How do you close out inventory you sold at a loss or disposed of?,self-employment (schedule c)
35787,1281518,"Received 2009 e-file pin from the IRS website and over the phone, but my return was rejected. What should I do next?",electronic filing
35788,1347054,I understood this is supposed to be FREE and I deleted the state info,electronic filing
35789,1414638,I HAVE A NIECE WHO TURNED 16 0N 5/21/11.i PROVIDE 90 % OF HER LIVING EXPENSE . DO I GET THE CHILD TAX CREDIT FOR 2011 TAXES?,dependents
35791,1285358,Why am I being charged for turbotax when I hit the free button??,electronic filing
35792,1220078,i had a baby who was born stillborn 2011,dependents
35793,1154798,How do you report the sale of an easement,investments
35794,1285870,Why am I being charged to file my federal return when it said that it was free?,electronic filing
35795,1352174,old 1099 income,dependents
35797,1288174,2441 error,electronic filing
35801,1292270,I did not receive 1099 forms. How do I report income as a single person LLC,self-employment (schedule c)
35802,1292782,what kind of crap is this I was charge 60 some dollars even when I choose  to file the state my self  and you want some one to refer you to friends real slick!!!!!,electronic filing
35806,1166574,why am getting charged more than indicated for preperation,electronic filing
35807,1365998,irs says my sons ssn has already been used on another tax return,electronic filing
35808,1302510,Can I deduct what comes out of my paycheck each month for my portion of health insurance provided through my employer?,dependents
35811,1501934,why isnt baby showing,dependents
35818,1374446,I lost my job in September and was unemployed for 5 months. I had to cash in my IRA to survive. I paid 10% in taxes at the time. Now am am being slammed on my 2010 taxes. Isn't there a deduction for emergency relief,retirement
35821,1310190,"My dad moved in with us, can I claim him as a dependant? And does his retirement of $2,100 affect this? Does he need to file?",dependents
35822,1179887,I need to change my user ID and e-mail because my old one is no longer in service,dependents
35823,1507823,"can I claim my daughter's living expense for college, and lease payments for her car we leased in 2012?",education expenses
35824,1246447,Can I take the Homebuyer Credit for 2010,credits
35828,1837807,Wife took 38K out of her retirement to pay off 1st mortage.  Because of her age she is charged 10% penalty. Because money was used to pay off a mortage can this be exempt from penalty?,retirement
35830,1379823,"My husbands military residence is Ohio but has lived in north carolina, which does he claim?",dependents
35832,1183983,Is each person required to file,dependents
35833,1839599,how do i get a FREE Turbo Tax filing,self-employment (schedule c)
35836,1250799,I married in 2010 but my wife has IRS debt. will her debt affect our refund?,dependents
35840,1318639,how do a start a new return for my son without losing the data on my return,dependents
35841,1188079,i lived and worked in california for 4 months in 2010. can i claim my taxes from there?,dependents
35845,1320687,Making Work Pay I got 400 on 2009 return program asking did you receive 250,credits
35848,1255663,my daughter is in foster care can I still claim her for EIC,dependents
35849,1321199,"TT is asking me about a custody agreement, but his father and I lived together all year. So what do I say?",dependents
35850,1452527,"Please Help! My federal return was rejected, but state accepted. Payment was taken for Federal. UMMMM?",electronic filing
35854,1787119,"My Mother holds my home mortgage.  How do I issue a 1099-INT form that connects my interest expense with her interest income, so I can file it with the IRS?",irs
35857,1271535,If I E-file my state return now do I have to pay what i owe,electronic filing
35858,1730799,what is a business code for a landman?,business
35860,1273327,I thought filing a federal return was free,electronic filing
35861,1339119,"I just got a 2010 1099-G form. It's marked ""tax year"" 2009. What is this?",credits
35862,1404655,my daughter worked part ttime last year. How can I tell if she qualifies as a dependent deduction,dependents
35864,1473775,"I have filed and gotten a refund then I had to amend as I put in wrong tax information and I paid back a portion of the refund. Now, I just received a new 1099-DIV that I need to put into my taxes so I need to amend again. How?",dependents
35865,1409519,Form 8332 as a written agreement,dependents
35867,1218287,Turbo Tax PDF printer is not available when printing form 8453 from either my scanning program or saved file.,electronic filing
35868,1808623,Due to EXTREME food allergies I must have a special diet. Is any of it deductable?,credits
35870,1154287,Our contents were underinsured in a declared disaster last spring. There are a number of items which we did not submit to our insurance company because we reached our maximum benefits. Do we have to list all the items which we received compensation for?,dependents
35871,1220335,My daughter a dependent for 8 months,dependents
35875,1485551,Can I include personal grooming and cosmetic expenses as business expenses?,self-employment (schedule c)
35876,1158383,how much income qualifies me for a home office,self-employment (schedule c)
35877,1420783,38664 is the correct zip why will it not take it ... i want to e-file noy mail it,electronic filing
35879,1227247,"my return was rejected and i never recieved notification of this from turbotax, now upon learning that it isin the state of rejected i have fixed any error but the date is now april 26th. what can i do about this, is turbotax liable by not informing me",electronic filing
35880,1424879,I need to know the cost basis for some stock sales. I purchased some shares through the company by monthly deductions in 1999. I would like to sell the shares. How would i calculate the cap. gain and how does Turbo Tax Deluxe calculate the amount and wher,investments
35881,1228783,Why doesn't Turbo Tax show a ROTH conversion as taxable?,retirement
35884,1491439,WAS IN COMBAT ZONE AND COULD NOT FILE EXTENSION CAN I JUST FILE NOW,electronic filing
35887,1428463,"I used the basic and I sent my return in by mail.   However, I am not able to go back in and print a copy for myself.  I totally spaced it out to print my copy",electronic filing
35888,1428975,I'm purchasing a timeshare what does that file under,dependents
35889,1167599,My daughter's tax return,electronic filing
35890,1823727,I can't print my tax return,print
35892,1890799,"Hi, I have used turbotax for the last 12 years to do my taxes.  The US.IRS is attemting to PROPOSE a tax fine for 2009 where i claimed1500.00 us for Energy Tax reduction is only for Businesses the IRS wants more money through a proposed tax settlement?",irs
35899,1438191,My 23 year old son lives with me. He does not go to school but works and made over $3700 this past year. I supported him and paid for more than 50% of his care and expenses. Why can I not claim him?,dependents
35902,1832687,What do I do with my 17 year old's SSA 1099 information?,dependents
35904,1375727,"My wife and I are equal partners in an LLC. Do we split mileage for business 50/50, even though only I drove the vehicle?",self-employment (schedule c)
35905,1244911,Can I claim a non-relative child who lived with me from September 2010 to September 2011.,dependents
35906,1311472,"Can I claim a child that had her 18th birthday January 10, 2010? She was not working and not in school.",dependents
35910,1314032,reject return,electronic filing
35911,1248752,I need to print my 2010 tax return. I completed and faxed the Authorization form to use and disclosed tax return.,print
35912,1314800,Can you show me the supporting documentation that proves I can claim my fiance as a dependent?,dependents
35916,1187312,When should i get my return?,electronic filing
35917,1187568,Cost Basis for sold mutual funds,investments
35918,1253360,can i just file federal and not the state,electronic filing
35919,1188336,can i file my 2010 w2 if i do not have one for 2011,dependents
35920,1253872,How to claim a dedcution for a loss originating in a Foreign country,investments
35923,1778928,Why is my lifelong learners credit only $7?,education expenses
35924,1910000,How can I use my 2012 Return to check and revice my quaterly payments to the IRS.S,irs
35925,1385968,how do  i input cash merger where I received $10 per share and share were 1:1,investments
35926,1844720,"my 27 year old daughter is in law school and had no income.  Her student loans paid for tuition, and I provided all other support.  Can I claim her as a dependent?",dependents
35930,1191664,if i only made a 100 dollars can i still claim my child,dependents
35931,1257968,if i rolled over the total distribution should I be taxed on it,retirement
35932,1454576,what if I don't know how many miles were driven in 2011?,self-employment (schedule c)
35933,1192688,what is the number for turbotax,electronic filing
35934,1193200,total loss asset,self-employment (schedule c)
35935,1261552,How to input converting of duplex from owner occupied (1/2 of unit) to full rental.,investments
35936,1197040,My employerwill not give me a w2. he paid me in cash and said he was paying his taxs i have proof the last payment was acheck,dependents
35937,1197808,Where..........,retirement
35938,1263856,If I file now can I go back and add my education expenses later?,dependents
35939,1329392,What papers exactly do I have to mail into the government even though I efiled?,print
35941,1265392,"my father recieved ssa benefits, do i claim them",retirement
35942,1331184,how do i report reinvestment of capital gain from 2nd home into a like 2nd home?,investments
35943,1331440,"I know what the answer will be but I must ask it. If my house in Ohio depreciated in value from 1/1/2009 to 12/31/2011 by $100,000 according to county re-evaluation can I claim on this asset loss.",self-employment (schedule c)
35944,1463280,Turbo Tax DID NOT ask me if I wanted to upgrade. It just did it!,electronic filing
35946,1398256,my wife and i were seperated all 2011. she has no legal alien so she has no ss. what would I write in the box ss?,dependents
35949,1203696,What if we both had DCFA taken out?,dependents
35951,1466864,why am i being charged for turbo tax state: new york?,electronic filing
35954,1271792,", what do I do?",self-employment (schedule c)
35956,1469936,"Can unmarried, unemployed boyfriend claim non-biological newborn as dependent?",dependents
35957,1208048,No employer ID number,electronic filing
35958,1404912,i need help:(,electronic filing
35962,1471472,if i claim my boyfriend as a dependent can he file his taxes too? he still made less than 3700,dependents
35963,1406448,Does attending a professional school such as business school qualify for education credit?,education expenses
35964,1407472,why did am I getting charged the 29.95 fee twicde?,electronic filing
35965,1276912,I mailed my ammended returns 3days ago how long will it take for it to progress and give me a date of my refund?,print
35967,1213168,If I include my 19 year old son in my taxes as a dependent and he also wants to file for himself...will I be causing him issues by doing so?,dependents
35970,1673456,where do i deduct clothing expenses,business
35971,1149936,My husband has an RSU amount on his W2 this year and we don't know how to deal with it on our taxes.,investments
35973,1346800,"why does an early distribution from 401K for education expenses increase my AGI? it adds to the AGI, puts me over the limit to use the 1098-T. how do i get it out of the AGI?",retirement
35974,1282032,Paying taxes for prior year is this an expense?,self-employment (schedule c)
35975,1348592,"I'm 24, in graduate school, and I work part time. Is it better to file independent or as my mom's dependent, since I live with her?",dependents
35977,1351664,At the print and save cetner I can not get to print,print
35978,1156848,Divorced with two children alternate children divorce decree states we can each claim half of daycare,dependents
35979,1484784,where do i enter the costs associated with starting a new business...? Thanks!,self-employment (schedule c)
35980,1222896,why do i have to pay now when i am not filing state today,electronic filing
35982,1159152,i am in the military,dependents
35983,1748976,"I missed a 1099-div, and have already e-filed.  How do I ammend, or re-file 2012 taxes?",irs
35984,1290480,Can you explain why my return was delayed... Yes I itemized but I did not have the higher eduction tuition and fees or the educator expenses.. Shouldn't this have gone through like normal?,electronic filing
35985,1487344,can I file form 2441 when as a custodial parent I submited a 8332 form becuase of a divorce decrete,dependents
35986,1290992,Printing a copy of my return,print
35988,1359088,"how much is turbo tax, i thought it was free",electronic filing
35990,1359600,"Do I have to itemize my supply expenses - such as paper $30.00, pens $30.00, printer ink $100 or can it all be lumped into office supplies under the description?  Thanks!!",self-employment (schedule c)
35991,1294832,"I am trying to file for my son, I signed up for the free version and it is trying to charge me for the deluxe version",electronic filing
35993,1492208,"my daughter is 19 and resides with a  another family member and attends in college in California, we pay for her medical insurance ,dental, and vision can we claim her as a dependent",dependents
35995,1231088,"it show I lived in Vermont, but I live in Texas",dependents
35996,1493232,"In determining how much of my home I am using for my office,would be less property of my property that I am using  I am using areas out side of my home to store equipment and a office in garage, can I include these areas as part of my  home based business",self-employment (schedule c)
35997,1887472,I e-filed on 4/14/2013 but the IRS has yet to deduct my payment from my bank account,irs
36000,1233648,"To figure rental house depreciation ""Amount Taken in prior years""do you add the depreciation from all the  prior years?",investments
36001,1889264,I need a copy of my 1040 filled with turbotax,irs
36004,1890544,"we spent a total of $11542 on qualifying metal roof (materials),but we are only getting a portion of the credit, which should be the full $500 or 10% of the cost.  Why do we not get the full credit?",credits
36005,1235440,Why is it so hard to get 'just an answer'? Will my credit card be charged or NOT?,electronic filing
36007,1170160,i have a home improvement company and one client filled chapter 11 owing me $14k. I paid all my subs etc but it appears I may be out this money. how do you record this loss? will it flag the irs?,self-employment (schedule c)
36009,1302768,claiming my 24 year old daughter would i file as single or head of household,dependents
36012,1368816,2 Home Offices - how to do deductions for home utilities,self-employment (schedule c)
36016,1173232,i would like to enter my income as self employment income rather than owe my business income i would like to get the earn income credit,self-employment (schedule c)
36020,1699824,My wife has misplaced a W-2 that she recieved. The problem is that the establishment has since gone out of business. We are having a difficult time contacting them. Can you offer any recommendations?,business
36021,1307120,ECI qualifications for income says do not include retirement or disability wages. So why is the program counting military retirement wages and Social Security wages due to a disability as income when it comes to AGI limit on EIC,credits
36025,1243120,I have used the free version for the past 3 years with good results why do I have to pay this year ?,investments
36026,1898480,if I take out money out of a retirement account to flip a house is it better to pay it back sooner than later?  What are the tax ramifications,retirement
36027,1374448,how do I answer time lived with you for a child that was away at boarding school,dependents
36028,1440240,do I pay if I only use turbo tax to help- me  figure my taxes but then do a paper copy,dependents
36033,1182449,i sold two of my rental properties where do i report it on the 1120S?,investments
36035,1379825,eic section says i only have 1 dependant when i have 2,dependents
36037,1249777,"I did not ask to pay for the state tax preparation, how do i get this charge off?",print
36041,1318129,"I have claimed my 21 year old daughter as a dependent and deductucted her tuition expenses. She is a full-time student and has earned an income of about $19,000. Does she have to file returns, and if so do I still get to claim her tuition or does she?",dependents
36042,1844209,I thoughrt that all retirement income was exempt if you are 74 and 70 respectfully for me and my wife.,retirement
36044,1189361,I started clceaning houses in feb 2011 and was paid however did not pay any one do I need an EIN number?,self-employment (schedule c)
36045,1453809,"I am separated and getting divorced. The DRAFT seperation agreement gives my husband the right to claim our child as a dependent, and it gives me the right to claim head of household. Which is more beneficial?",dependents
36046,1323249,What are the tax implications for converting a traditional IRA to a Roth IRA?,education expenses
36047,1326321,Notice of Proposed Assessment for California,dependents
36049,1789937,why does my tax return say i already filed?,irs
36050,1200625,This the 1st year we filed together do I combine our AGI from last year to e-file,electronic filing
36051,1332977,"my wifes 18 year old cousin who is a senior in high school moved in with us, can I claim her as a dependent?",dependents
36055,1270769,How can I import my E*Trade 2011 transactions into TurboTax?,investments
36056,1402865,"I purchased turbo tax from costco, i am being charged for the state, it is not giving me the option to print and mail",print
36057,1206769,I noticed after i had submited ny return that my savings account number had 6 zeros in it instead of the 4 i had put. Will this cause a problem with deposting my return?,electronic filing
36058,1272817,can i claim my home if i bought it in september 2011?,dependents
36061,1278961,Form 8829 - % of Gross Income - Does this only apply to my income earned from home?,self-employment (schedule c)
36062,1410801,amendment e-file return 2010,electronic filing
36063,1739249,Completed NJ state taxes. Printed forms do not look like the actual form. The data appears to be correct. Is turbo tax going to fix or can we use the form as is to file?,print
36064,1282289,International Student on OPT,education expenses
36065,1217265,I own a home and I'm renting it out. The tenant failed to pay half the rent for the last 8 months of 12 months of living in my home. How and where do I claim this loss?,investments
36066,1348593,why was i charged 66.90 when it said it would be 36.95?,electronic filing
36071,1156081,It keeps saying your number must match the format,dependents
36073,1222129,W2 and compensation income,investments
36074,1877489,when i try to print forms it only lets me look at them and says they are in pdf format and wont print. I have adobe but still can't print this pdf file and as i owe money i must file it by mail.?  help,print
36075,1224433,llc income and sched c income. can i file both on sched c only?,self-employment (schedule c)
36076,1617649,"I just filed a 1099-G for my unemployment of $19,000, $338 was witheld for taxes, why is it saying im not eligable for the child tax credit, or earned income credit when my 2 dependents meet all requirments?",dependents
36077,1880049,"How do I enter my fuel, tires, oil expenses, mileage for my pickup and tractor for brush cutting business?",business
36082,1293041,"Child Tax Credit - Filing Joint - less than $110,000 AGI - 14 year old child :  I am not get anything for this credit.  Why?",credits
36084,1424625,HOW DO I OR WHERE DO I GO TO PAY FOR USING TURBO TAX E-FILING ON LINE FOR MORE THAN ONE TAX RETURN ? I USED IT LAST YEAR WHEN I FILED MORE THAN 4 TAX RETURNS ON LINE .,electronic filing
36087,1360369,My wife moved from our marital home 5/11/2010. Can I file as single?,dependents
36088,1491953,tax bracket for rolling over expat's 401k to a roth ira,retirement
36090,1296113,nondependent for EIC care credit only,dependents
36093,1167601,WHY............,retirement
36094,1889265,need to print out my 2012 taxes and locked my acct because I could not remember user name and PW,print
36095,1299953,can i deduct the dryers that i rent for my beauty salon,self-employment (schedule c)
36097,1301233,"i just e-filed my return, why is the print/save for your records empty?",print
36099,1695217,Can I claim interest paid to a Canadian bank?,irs
36101,1434353,it does not upload my old info,dependents
36102,1500401,my granddaughter lived with me all year can i claim her,dependents
36105,1371121,dont have credit card wnat it taken out of my bank account,electronic filing
36107,1175537,"I am trying to check my filing status, and also I'm trying to ensure that my 2010 tax were filed correctly",electronic filing
36114,1309169,Reporting Total IRA Value,retirement
36115,1703665,Can Fees charged by my financial advisor and paid from my Retirement account quaterly be deducted?,retirement
36116,1180402,"My daughter - full time student 2011, lived with parents part time, made over $8000 for 2011. We are claiming her as dependant, she is filing a return --Correct???",dependents
36121,1250290,E-file rejected due to processing error. 'all you have to do is e-file again.',electronic filing
36123,1250802,if my spouse didnt work last year can he still be listed first on our tax return? if not what do i need to do?,dependents
36125,1318130,not married and living together have a verbal agreement to switch off claiming our son do i need to fill out form 8332?,dependents
36126,1908466,Please tell me how to get a copy of my 2012 Federal return done on Turbo Tax?,electronic filing
36129,1189106,Second dependent,dependents
36131,1258482,iowa efile return,electronic filing
